Nummer;Name;Land;Plz;Ort;Strasse;Telefon;Bezirk;Freigabe Verband;Freigabe Bezirk;Haftmittel;Bild;;
443221;Ballspielhalle Riesa;D;0;Riesa;Klötzer Str.;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443222;Sporthalle Niederau;D;1689;Niederau;Meißner Straße 65;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443223;Sporthalle;D;1689;Weinböhla;Köhlerstraße;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443224;Nassau-Sporthalle;D;1689; Weinböhla;Meißner Straße 1;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443225;Sporthalle Glashütte;D;1768;Glashütte;Prießnitztal 32;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443226;Sporthalle Mittelschule Gröditz;D;1609;Gröditz;Franz-Liszt- Straße 16;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443227;Wacker-Sporthalle;D;1612;Nünchritz;Gartenstraße;035265 64 99 03;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443228;Sporthalle Grundschule Radeburg;D;1471;Radeburg;Meißner Berg;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443229;Sportpark Dippoldiswalde;D;1744;Dippoldiswalde;Nikolai-Ostrowski-Straße 2;03504 - 620901;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443230;Sporthalle des Städtischen Gymnasiums;D;1587;Riesa;Robert-Schumann-Straße;035 25 - 700 471 ;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443231;Walter-Kretzschmar-Halle;D;1558;Großenhain;Albertstraße;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443232;Sporthalle Nossen;D;1683;Nossen;Seminarweg 4;035243 - 6 71 09;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443233;Sporthalle ;D;1558;Großenhain;Am Schacht 2;03522 - 6 36 21;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443234;Sporthalle der Förderschule am Kalkberg Meiße;D;0;;;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443302;Sporthalle Pirna-Sonnenstein;D;1796;Pirna;Struppener Straße 9;03501-76 22 29;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443303;Sportforum Neustadt;D;1844;Neustadt;Maxim-Gorki-Straße 10;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443304;Sporthalle Goethe-Gymnasium;D;1855;Sebnitz;Weberstraße 1;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443305;Sporthalle Berufsschulzentrum ;D;1796;Pirna-Copitz;Pillnitzer Straße 13a;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443306;Sporthalle Pestalozzi-Gymnasium;D;1809;Heidenau ;Hauptstraße 37;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
443307;Sporthalle Gleißberg Grundschule;D;1809;Heidenau;Ernst-Schneller-Straße 12;035 29 - 51 78 46;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444101;Sporthalle Georgewitzer Straße Löbau;D;2708;Löbau;Georgewitzer Str.;03585-44 21 75;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444102;Schulsporthalle Löbau;D;2708;Löbau;Mozartstraße 5a;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444103;Sporthalle ;D;2627;Radibor;Dr.-Maria-Grollmus-Straße 3;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444104;Sporthalle Gymnasium;D;2782;Seifhennersdorf;Albertstraße 2;03586 - 40 50 17;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444105;Sporthalle Am Kottmar;D;2739;Eibau;Jahnstraße 20a;03586-38 71 66;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444106;Sport- und Mehrzweckhalle;D;2791;Niederoderwitz;Ernst-Thälmann-Straße 4;035 842 - 2 57 40;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444107;Sporthalle Kantstraße;D;2763;Zittau;Lisa-Tetzner-Straße;03583-68 30 62;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444108;Sporthalle  Pließnitztal;D;2748;Bernstadt auf Eigen;Am Pließnitztal 3;035874 - 2 0 1 11;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444109;Sporthalle BSZ Zittau  Ottokarplatz;D;0;;;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444111;Jahn-Sporthalle Neugersdorf ;D;2727;Neugersdorf;Ludwig-Jahn-Straße 1;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444201;Sporthalle BSZ Konrad Zuse;D;2977;Hoyerswerda;Käthe-Kollwitz-Straße 5;03571-48 71 21;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444202;Jahnsporthalle;D;2977;Hoyerswerda;Lieselotte-Herrmann-Straße 11;03571-97 92 07;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444203;Sporthalle Grundschule Bischheim;D;1920;Bischheim;Schulstraße 7;03578-71 069;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444204;Sporthalle Albert-Schweitzer-Gymnasium Kamenz;D;1917;Kamenz;Am Flugplatz;03578-37 46 140;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444205;Sporthalle 2. Mittelschule Kamenz;D;1917;Kamenz;Saarstr. 18;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444206;Sporthalle Grundschule am Forst;D;1917;Kamenz;Humboldtstraße 3;0172-44 54 818;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444207;Schulsporthalle;D;1936;Laußnitz;Schulstraße 5a;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444208;Sporthalle Sportkomplex;D;1896;Pulsnitz;Hempelstraße 8;035955-45 865;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444209;Sporthalle Berufsschulzentrum Radeberg;D;1454;Radeberg;Robert-Blum-Weg;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444210;Sporthalle Mittelschule Elstra;D;1920;Elstra;Schulstraße;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444211;Sporthalle Sauerbruch-Gymnasium;D;1900;Großröhrsdorf;Rathausstraße 25;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444212;Sporthalle Leon-Foucault-Gymnasium;D;2997;Hoyerswerda;Strasse des Friedens 25 - 26;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444213;Sporthalle Mittelschule Oberlichtenau;D;1936;Oberlichtenau;Geschwister-Scholl-Str.;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444214;Sporthalle Mittelschule Oßling;D;1920;Oßling;Schulstraße 8;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444216;Sporthalle Gesamtschule;D;1996;Hosena;August-Bebel-Straße 4;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444217;Sporthalle Humboldt Gymnasium;D;1454;Radeberg;Dr.-Albert-Dietze-Straße;03528 41 66 80;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444301;Sporthalle Rauschwalde;D;2827;Görlitz;Diesterwegplatz 8;035 81 - 41 20 77;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444302;Jahnsporthalle;D;2826;Görlitz;Kummerau 6;03581-30 57 25;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444304;Sporthalle Berufsschulzentrum ;D;2826;Görlitz;Lessingstraße 11;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444305;Sporthalle Sportzentrum Hagenwerder;D;2827;Görlitz-Hagenwerder;An der alten F 99;035822-41 95;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444306;Sporthalle Reichenbach;D;0;;;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444401;Sporthalle Bahnhofstraße;D;2906;Niesky;Bahnhofstraße 2a;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444402;Sporthalle;D;2959;Schleife;Schulstraße;035773-76 395;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444403;Oberlausitzer Sporthalle;D;2956;Rietschen;Am Festplatz 1;035772-40 827;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444404;Sporthalle Kirchstraße Bad Muskau;D;2953;Bad-Muskau;Kirchstr. 9;035771-50 119;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444405;Sporthalle 6. Grundschule Weißwasser;D;2943;Weißwasser;Heinrich-Hertz-Straße 1;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444501;Oberland-Sporthalle;D;2689;Sohland;Gerhard-Hauptmann-Straße 4a;035936-37 445;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444502;Sporthalle Schützenplatz;D;2625;Bautzen;Am Schützenplatz 3;03591-500 96-21;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444503;Sporthalle;D;2681;Kirschau;Bautzener Straße 12;03592-50 21 40;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444504;Sporthalle Königswartha;D;2699;Königswartha;Nordstraße 5;035931-20868;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444505;Sporthalle Wesnitzsportpark;D;1877;Bischofswerda;Clara-Zetkin-Straße;03594-70 72 32;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444506;Sporthalle Grundschule;D;2627;Kubschütz;Hauptstraße 57-59;03591-22 876;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444507;Sporthalle Grundschule Bischofswerda-Süd;D;1877;Bischofswerda;Dietrich-Bonhoeffer-Straße;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444508;Sporthalle;D;1877;Demitz-Thumitz;Kiefernbuschweg 4;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444509;Sporthalle Polenzschule;D;2733;Cunewalde;Czornebohstraße 23;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444510;Sporthalle Baschütz;D;0;;;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444511;Sporthalle des Sorbischen Begegnungszentr. Ba;D;2625;Bautzen;Friedrich - List - Str. 8;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
444514;Sporthalle Großröhrsdorf;D;1900;Großröhrsdorf;Melanchthon-Straße 27;;Handball-Verband Sachsen;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460304;SH des 2. Gymn. Wolfen;D;6766;Bitterfeld-Wolfen;Fritz-Weineck-Straße;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461210;Dreifelderhalle KGS Werner von Humboldt;D;6122;Halle;Lilienstraße 19;;Handball-Verband Sachsen;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460000;Sporthalle Gymnasium;D;39218;Schönebeck;Berliner Straße 8b;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460102;Sporthalle FH der Polizei;D;6449;Aschersleben;Schmidtmannstraße 86;03473/960463;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460103;Sporthalle am Ascaneum;D;6449;Aschersleben;Otto-Lilienthal-Straße 22;03473/816657;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460104;WEMA-Sporthalle;D;6449;Aschersleben;Magdeburger Straße;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460105;Sporthalle Ballhaus;D;6449;Aschersleben;Seegraben 7-8;0 34 73 / 22 62 00;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: nur wasserlösliche Haftmittel;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460201;Sporthalle Am Krummacherring;D;6406;Bernburg;Krummacherring 45;03471/623658;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460202;Bruno Hinz Sporthalle;D;6406;Bernburg;Nienburger Straße 18;03471/353866;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460203;Sporthalle An der Töpferwiese;D;6406;Bernburg;Brunnenstraße 1;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460204;Sporthalle Eichenweg;D;6406;Bernburg;Eichenweg;03471/625155;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460303;Sporthalle BSZ August von Parseval;D;6749;Bitterfeld-Wolfen;Parseval-Straße 2;03493/305928;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460307;Sport und Freizeitzentrum;D;6749;Bitterfeld-Wolfen;Binnengärtenstraße 11;03493/20868;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460308;Zweifelderhalle Bitterfeld;D;6749;Bitterfeld;Gartenstraße;03493/401450;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460309;Ballsporthalle Sandersdorf;D;6792;Sandersdorf;Gartenstraße;0 34 93 / 8 01 37;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460401;SH Burg;D;39288;Burg;Platz des Friedens 1;03921/5216;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
