Nummer;Name;Land;Plz;Ort;Strasse;Telefon;Bezirk;Freigabe Verband;Freigabe Bezirk;Haftmittel;Bild;;
7039;Zollern-Alb-Halle;D;72461;Albstadt-Tailfingen;Untere Bachstraße 135;;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7040;Hohenlupfen-Sporthalle;D;78607;Talheim;Beim Sportgelände;07464-4226;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Trimona-Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7041;Solweghalle;D;78647;Trossingen;Hangenstraße 56;07425-1689;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliche Haftmittel (Select Profcare) erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7042;Sporthalle;D;78609;Tuningen;Talstraße 13;07464-2015;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7043;Gymnasium-Sporthalle;D;78532;Tuttlingen;Mühlenweg 15;;Neckar-Zollern;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene (ZS sitzen neben dem Tisch; Freigabe nur unterhalb der Bezirksliga);Freigabe für den Spielbetrieb auf Bezirks-Ebene;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7044;Kreissporthalle;D;78532;Tuttlingen;Berufsschulzentrum;07461-926755;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Gorilla Gold Grip Tuch erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7045;Mühlau-Halle;D;78532;Tuttlingen;Beim Hallenbad;07461-78469;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7046;Sporthalle beim Gymnasium Hoptbühl;D;78048;VS-Villingen;Stationenweg;07721-821700;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliches Haftmittel (Dip'n Grip) erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7047;Elta-Halle;D;78573;Wurmlingen;Frauenwiesen 1;07461-75939;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7048;Schillersporthalle;D;78549;Spaichingen;Schillerstraße;;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7049;Sporthalle;D;72355;Schömberg;Schillerstraße 35;;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Trimona-Haftspray erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7050;Fritz-Kiehn-Halle;D;78647;Trossingen;Achauerstraße 45;07425-7560;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliche Haftmittel (Select Profcare) erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7051;Sporthalle Hag;D;72348;Rosenfeld;Leidringer Straße 45;07428-1466;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7052;Sparkassen-ARENA;D;72336;Balingen;Am Stetten 1;07433-9978135;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7053;Ludwig-Uhland-Sporthalle;D;78532;Tuttlingen;Werderstraße 15;;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7054;Leintalhalle;D;78665;Frittlingen;Leimtalstraße 9;;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7055;Wehle-Sporthalle;D;78655;Dunningen;Hauptstraße 3;07403-9295-0;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliches Haftmittel für Männer/Frauen am 19.09.2021, 16.10.2021 und 11.12.2021 erlaubt sonst Haftmittelverbot ;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7056;Trigema Arena;D;72393;Burladingen;Ambrosius-Heim-Straße;;Neckar-Zollern;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene (wenn alle erforderlichen Daten vorliegen);Freigabe für den Spielbetrieb auf Bezirks-Ebene (wenn alle erforderlichen Daten vorliegen);Regelung Haftmittelverbot: wasserlösliches Haftmittel (Trimona Haftspray) erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7057;Sporthalle In der Au;D;72517;Sigmaringendorf;In der Au 7;;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7058;Graf-Gerold-Sporthalle;D;78661;Dietingen;Lehrstraße 14;;Neckar-Zollern;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene (nur für Minis, F- und E-Jugend (4+1) mit max. 4 Teams);Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7059;Turnhalle;D;78628;Rottweil;Jungbrunnenstraße 53;;Neckar-Zollern;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene (nur für Minis, F- und E-Jugend 4+1 (mit max. 4 Teams));Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
7060;Marquardt-Halle;D;78604;Rietheim-Weilheim;Langes Gewand 2;;Neckar-Zollern;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliches Haftmittel (SELECT PROFCARE Harz) für Herren 1 erlaubt sonst Hafttmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8001;Sporthalle;D;88131;Lindau-Aeschach;Reutiner Straße 1;08382-275129;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8002;Rotachhalle;D;88048;Friedrichshafen-Ailingen;Leonie-Fürst-Straße 6;07541-5808;Bodensee-Donau;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene (Spielfeld zu klein);Freigabe für den Spielbetrieb auf Bezirks-Ebene (für Aktive unterhalb Bezirksliga und Jugend);Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8003;Aurainhalle;D;73340;Amstetten;Lonetalstraße;07331-300-651;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8004;Sporthalle bei der Federseeschule;D;88422;Bad Buchau;Auf dem Bahndamm 1;07582-93290;Bodensee-Donau;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene (Spielfeld zu klein);Freigabe für den Spielbetrieb auf Bezirks-Ebene (Spielfeld zu klein);Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8005;ABC-Sporthalle;D;88348;Bad Saulgau;Schützenstraße 30;07581-20781;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Trimona-Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8008;Frauenberg-Gymnasium;D;88399;Bad Waldsee;Döchtbühlweg 2;07524-100;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8009;Mali-Sporthalle;D;88400;Biberach;Adenauerallee 30;07351-51363;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliches Haftmittel (Select Profcare) nur beim Intern. Osterturnier erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8010;Paul-Heckmann-Kreissporthalle;D;88400;Biberach;Leipziger Straße 7;07351-74567;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8011;neu 8130;D;88400;Biberach;;;Bodensee-Donau;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8012;PG-Sporthalle 1-3;D;88400;Biberach;Breslaustraße 8;07351-51417;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliche Haftmittel (Select Profcare) erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8013;Dieter-Baumann-Sporthalle;D;89143;Blaubeuren;Dodelweg 18;07344-919730;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: Aktive: nur die vom Heimverein zur Verfügung gestellten Haftmittel erlaubt, sonst absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8015;Sporthalle;D;89165;Dietenheim;Promenadenweg;07347-7513;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliche Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8016;Messehalle 2;A;6850;Dornbirn;Messestraße 4;0043-5572-305320;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8017;Sporthalle Lustenauer Straße;A;6850;Dornbirn;Lustenauer Straße;0043-5572-21601;Bodensee-Donau;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene (Spielfeld zu klein);Freigabe für den Spielbetrieb auf Bezirks-Ebene (für Aktive unterhalb Bezirksliga und Jugend);Regelung Haftmittelverbot: wasserlösliche Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8018;Sporthalle Landessportschule;A;6850;Dornbirn;Höchsterstraße 82;0043-5572-644650;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8019;Messehalle 10;A;6850;Dornbirn;Messegelände;0043-5572-305320;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8020;Sport- und Kulturtreff;D;89160;Dornstadt;Im Mittelbühl 29;07348-23651;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8021;Sporthalle Längenfeld;D;89584;Ehingen/D.;Wittumweg 19;07391-8655;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliche Haftmittel nur für A-Jugend, B-Jugend und Aktive erlaubt, sonst Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8022;Wenzelsteinhalle;D;89584;Ehingen/D.;Am Wenzelstein;07391-6191;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliches Haftmittel für Männer/Frauen erlaubt sonst absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8024;Lixsporthalle;D;89134;Blaustein-Ehrenstein;Boschstraße;07304-80259;Bodensee-Donau;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliches Haftmittel (Select Profcare) erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8025;Sporthalle;D;88048;Friedrichshafen-Fischbach;Koberstraße;07541-42447;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliches Haftmittel nur bei den Spielen der Herren der HSG Fr'hafen-Fischbach und der TSG Ailingen erlaubt sonst absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8026;Bodenseesporthalle;D;88045;Friedrichshafen;Katharinenstraße 28;07541-203283;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliches Haftmittel nur bei den Spielen der Herren der HSG Fr'hafen-Fischbach und der TSG Ailingen erlaubt sonst absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8028;Sporthalle beim Berufschulzentrum;D;88045;Friedrichshafen;Steinbeisstraße 20;07541-200320;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8029;Sporthalle VfB-Stadion;D;88045;Friedrichshafen;Teuringer Straße 2;07541-57457;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8030;Oberauhalle;A;6800;Feldkirch-Gisingen;Hämmerlestraße 2;;Bodensee-Donau;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene (Spielfeld zu klein);Freigabe für den Spielbetrieb auf Bezirks-Ebene (für Aktive unterhalb Bezirksliga und Jugend);Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8031;Neue Sporthalle;D;89079;Ulm-Gögglingen;Riedlenstraße 12;07305-933797;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8032;Sporthalle Mittelweiherburg;A;6971;Hard;Flurstraße 12;0043-5574-78031;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene (Sicherheitsabstand zu klein - Sondergenehmigung);Freigabe für den Spielbetrieb auf Bezirks-Ebene (Sicherheitsabstand zu klein - Sondergenehmigung);Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8033;Sporthalle Hauptschule;A;6890;Lustenau-Hasenfeld;Hasenfeldstraße 5;;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8034;Sporthalle Herrenried;A;6845;Hohenems;Schubertstraße 12;0043-5576-72856;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene (bis Württemberg-Liga wg. mangelnder Sicherheitszone; Freigabe bis 30.06.2021);Freigabe für den Spielbetrieb auf Bezirks-Ebene (nur bis Württemberg-Liga wg. mangelnder Sicherheitszone;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;25.04.2018 15:14;
8035;Vöhlin-Sporthalle;D;89257;Illertissen;Dietenheimer Straße;07307-7735;Bodensee-Donau;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene (Neubau nicht abgenommen);Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8036;Halle beim Kolleg der Schulbrüder;D;89257;Illertissen;Bruckhofstraße;;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene (Sicherheitsabstand zu klein - Sondergenehmigung);Freigabe für den Spielbetrieb auf Bezirks-Ebene (Sicherheitsabstand zu klein - Sondergenehmigung);Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8037;Sporthalle;D;89257;Illertissen-Au;Josef-Forster-Straße;07303-42370;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8038;Rotmoos-Sporthalle;D;88316;Isny;Rainstraße;07562-3450;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8039;Festhalle;D;88048;Friedrichshafen-Kluftern;Markdorfer Straße 108;07544-8077;Bodensee-Donau;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene (Spielfeld zu klein);Freigabe für den Spielbetrieb auf Bezirks-Ebene (Spielfeld zu klein);Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8040;Sporthalle;A;6842;Koblach;Rütti 11;;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8041;Parkturnhalle;D;88079;Kressbronn;Maicher Straße 15;07543-6580;Bodensee-Donau;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene (Spielfeld zu klein);Freigabe für den Spielbetrieb auf Bezirks-Ebene (für Aktive unterhalb Bezirksliga und Jugend);Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8042;Jahnhalle;D;89150;Laichingen;Jahnstraße 5;07333-8545;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8043;Argentalhalle;D;88069;Tettnang-Laimnau;Germanenstraße;07543-6159;Bodensee-Donau;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene (Spielfeld zu klein);Freigabe für den Spielbetrieb auf Bezirks-Ebene (für Aktive unterhalb Bezirksliga und Jugend);Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8044;Turn- und Festhalle;D;88085;Langenargen;Amthausstraße;07543-931833;Bodensee-Donau;Keine Freigabe für den Spielbetrieb auf Verbands-Ebene (Spielfeld zu klein);Freigabe für den Spielbetrieb auf Bezirks-Ebene (für Aktive unterhalb Bezirksliga und Jugend);Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
8045;Pfleghofhalle;D;89129;Langenau;Freistegstraße 4;07345-962429;Bodensee-Donau;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Regelung Haftmittelverbot: wasserlösliche Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
